  -8.1131797e-01  -9.4534658e-01
   7.9218088e-01   2.5038238e+00
   5.2064629e-01   2.6534237e+00
  -8.1377639e-01  -1.3176193e+00
   2.1503509e-01  -3.0022407e-01
  -1.2181277e-01   1.6737991e+00
  -4.9710933e-01  -1.9393780e-01
  -2.7488054e-01   2.2630154e+00
   3.4420145e-01  -1.0821380e+00
  -9.8489631e-02   2.8070089e-01
   9.6178422e-01   1.1672301e+00
   1.3457571e+00   3.5576652e+00
  -2.3024805e-01  -2.4638949e+00
   1.0058723e-01   1.2181203e-02
  -1.3150945e+00  -7.1643096e-01
   5.4231953e-01  -4.3339051e+00
  -6.9688625e-01   1.6364552e+00
   1.7730122e+00   6.7433207e+00
   9.2188882e-01  -9.2095647e-02
   5.1386655e-01   7.6131932e-01
  -5.3085243e-01  -1.2075247e+00
  -1.7768805e+00  -7.7024803e-01
  -1.8712361e+00  -1.6051104e+00
   3.4173915e-02   5.4769729e-02
   9.3025658e-01   4.9421571e+00
   9.8834672e-01  -1.1710259e+00
   6.6999376e-01  -9.3274258e-01
  -3.1409909e-01  -5.3506907e-01
  -1.0273661e-01  -1.7847592e-01
   7.5196637e-01   3.5590536e+00
   6.2293200e-01   3.8829385e+00
   2.0122315e+00  -6.1872973e-01
  -1.0870710e+00  -2.1448973e+00
  -1.8183418e-01   7.7491150e-01
  -5.2317534e-01  -7.2432699e-01
  -1.1812743e+00   2.6040641e+00
   7.6934404e-01   3.6715532e+00
   5.0503134e-01   1.1730468e+00
  -7.0854478e-01   1.1843395e+00
   8.1425367e-01  -1.1484996e-01
   3.0589220e-01   2.2652943e+00
   3.7895273e-01   2.8221149e+00
   6.2496315e-02  -4.8366553e-02
   1.1615704e-01   3.8233224e+00
   1.6805812e-01   1.5912049e+00
  -5.8532593e-01  -1.1089147e+00
   8.4664484e-02   9.3396608e-03
  -6.1365507e-01   1.8912812e+00
  -6.2013003e-01  -7.4140616e-01
   6.8525844e-01   1.0954538e+00
   9.1610569e-02   5.3103250e+00
  -6.4850074e-01  -1.2607373e+00
  -1.5649399e-01   1.4478471e+00
   4.1672701e-02   2.7208809e+00
   2.0508869e+00   5.1108467e+00
  -2.7081337e-01   1.1704213e+00
   2.1117217e-01  -5.2690039e+00
  -1.4266793e+00  -2.7039530e+00
   6.9319948e-01   1.7128915e+00
  -2.6393063e-01   7.2041208e-01
   4.8328824e-01   4.7489629e+00
  -7.7262162e-01   2.1700779e+00
   5.5714558e-02   1.1637797e+00
  -7.2488710e-01  -2.9681947e-01
   1.4656883e+00  -2.1954267e+00
  -1.1468099e-01   3.3365686e+00
   8.6576628e-01   2.0624584e-01
  -3.8459550e-01  -3.3379513e+00
   1.2361530e+00   1.5694024e+00
  -7.4666930e-01   5.0885856e-01
  -3.9082434e-01  -1.8507584e+00
  -2.6164516e-01   5.3874643e-01
  -9.2651828e-01  -2.1544551e+00
   7.0526302e-01  -2.3384612e+00
   6.7354110e-01  -3.2738763e+00
  -6.3960846e-01  -1.8840292e+00
  -1.1384440e+00  -2.6025277e+00
   2.7196840e-01   8.5173430e-01
   1.5598097e-01  -2.5122921e+00
  -4.2822778e-01  -2.9710944e-01
  -1.2254372e+00  -4.1018798e+00
  -1.0040148e+00   2.5221916e+00
   1.0885889e+00   3.7917146e-01
  -4.9805360e-01   2.3496237e+00
  -5.1785309e-01   7.1677219e-01
   2.4179338e+00   2.7478866e+00
  -8.7447793e-01  -2.8716229e+00
   1.0559230e+00   2.6108825e+00
   7.7600822e-01   3.2004986e+00
   3.0084088e-01  -3.5738805e+00
  -6.5739664e-01  -9.5709508e-01
   1.4508177e-01  -1.0515020e+00
   2.1802042e+00   2.2565269e+00
  -3.8701581e-01  -2.7702879e+00
  -5.1203234e-01   8.6496135e-01
   8.4939411e-01   1.0317171e+00
  -1.9594374e-01  -9.5404970e-02
  -8.6275151e-01  -8.2499357e-01
   2.8906243e-01  -2.2267477e+00
   1.7871851e+00   1.7525222e+00
