   5.3766714e-01   6.7149713e-01  -1.5427848e-01
   1.8338850e+00  -1.2074869e+00   2.9930825e+00
  -2.2588469e+00   7.1723865e-01  -2.9122442e+00
   8.6217332e-01   1.6302353e+00  -7.0549025e-01
   3.1876524e-01   4.8889377e-01  -3.4310451e-01
  -1.3076883e+00   1.0346930e+00  -2.3483916e+00
  -4.3359202e-01   7.2688513e-01  -1.1934530e+00
   3.4262447e-01  -3.0344092e-01   7.7160685e-01
   3.5783969e+00   2.9387147e-01   3.5031786e+00
   2.7694370e+00  -7.8728280e-01   3.7785745e+00
  -1.3498869e+00   8.8839563e-01  -2.4110131e+00
   3.0349235e+00  -1.1470701e+00   4.1974654e+00
   7.2540422e-01  -1.0688705e+00   1.5514513e+00
  -6.3054873e-02  -8.0949869e-01   5.2374367e-01
   7.1474290e-01  -2.9442842e+00   3.6576572e+00
  -2.0496606e-01   1.4383803e+00  -1.3368203e+00
  -1.2414435e-01   3.2519054e-01  -6.0326807e-01
   1.4896976e+00  -7.5492832e-01   2.3189017e+00
   1.4090345e+00   1.3702985e+00  -6.3809307e-03
   1.4171924e+00  -1.7115164e+00   3.3521801e+00
